199.0773159,0.976369772,353.1546317,0.45,-0.5,52.85
172.6523166,0.974660726,300.3046333,0.9,-0.5,63.71
204.5073162,0.974660726,364.0146323,0.45,0.5,84.94
246.9773174,0.974660726,448.9546348,0,0.5,74.32
246.9773174,0.974660726,448.9546348,0,0,70.63
246.9773174,0.974660726,448.9546348,0,0,65.18
246.9773174,0.974660726,448.9546348,0,0,61.95
246.9773174,0.974660726,448.9546348,0,0,55.77
246.9773174,0.974660726,448.9546348,0,0,51.38
246.9773174,0.974660726,448.9546348,0,0,40.94
246.9773174,0.974660726,448.9546348,0,0,38.04
246.9773174,0.974660726,448.9546348,0,0,35.33
246.9773174,0.974660726,448.9546348,0,0,34.62
238.3223177,0.973870845,431.6446353,0.225,-0.25,35.16
229.5323177,0.973080965,414.0646354,0.45,-0.25,35.31
238.359818,0.973080965,431.7196361,0.225,0.25,37.43
219.6448179,0.971371919,394.2896358,0.675,-0.5,37.79
207.20049,0.970314877,369.4009801,0.971371919,-0.329302132,41.02
227.7104903,0.970314877,410.4209805,0.521371919,0.5,45.11
250.2654906,0.970314877,455.5309811,0.071371919,0.5,49.19
254.1663623,0.970314877,458.3327246,0,0.079302132,49.62
254.1663623,0.970314877,458.3327246,0,0,53.81
254.1663623,0.970314877,458.3327246,0,0,53.1
254.1663623,0.970314877,458.3327246,0,0,52.66
254.1663623,0.970314877,458.3327246,0,0,52.7
254.1663623,0.970314877,458.3327246,0,0,59.06
224.6363616,0.968605831,399.2727233,0.45,-0.5,76.48
262.8763633,0.968605831,475.7527266,0,0.5,71.37
262.8763633,0.968605831,475.7527266,0,0,60.3
262.8763633,0.968605831,475.7527266,0,0,57.17
262.8763633,0.968605831,475.7527266,0,0,53.97
262.8763633,0.968605831,475.7527266,0,0,50.42
